idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,palabras,areas,sectores
0000228516,"HELVIA BRAENDLY DE BUCHELI, CELIA MARINA AVILA, FRANCOIS PIERRE GRAVEL, OLGA PATRICIA SOLIS VALENCIA",TAMPU : Portal ecoturistico y multicultural del Cauca,Producción técnica - Productos tecnológicos - Otro,False,www.tampu.com,,Colombia,2002,Comunicación,Ciencias Sociales -- Periodismo y Comunicaciones -- Medios y Comunicación Social,Otros sectores - Otro
0001422550,"DANIEL ANDRES FERIZ GARCIA, EDWIN MAURICIO REALPE GRIJALBA, ISMAEL REYES PAYAN",plataforma de gestión de convocatorias y proyectos de investigación de la Fundación universitaria de popayán,Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,sistema digital de gestión de la investigación ,,Colombia,2019,,,Educación - Educación superior
0000296759,ANDRES JOSE VIVAS SEGURA,Línea del tiempo sobre biodiversidad,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2007,"Biodiversidad, Bioinformática, Bases de datos, gestión de información, información sobre biodiversidad, páramos",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000568554,"LYLIETH FERNANDA VARELA FAGUNDEZ, ANGELICA NUNEZ, ERICK MARIN, XOCHILAN ROJAS, COMUNIDAD RESGUARDO AMBALO",Corredor Biológico Resgardo de Ambaló,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2005,"Etnoeducación, Diversidad, Divulgación, Autonomía, Cultura, Ecología","Ciencias Sociales -- Periodismo y Comunicaciones -- Medios y Comunicación Social, Humanidades -- Idiomas y Literatura -- Teoría Literaria, Ciencias Naturales -- Ciencias Biológicas -- Ecología","Educación, Productos y servicios de recreación,culturales, artísticos y deportivos, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0001329936,"MARIA CRISTINA ORDONEZ DIAZ, JUAN DAVID RINCON PATINO, JUAN FERNANDO CASANOVA OLAYA",FARMBRAIN,Producción técnica - Productos tecnológicos - Otro,False,FARMBRAIN,,Colombia,2020,,"Ciencias Agrícolas -- Agricultura, Silvicultura y Pesca -- Ciencias del Suelo, Ciencias Agrícolas -- Otras Ciencias Agrícolas -- Otras Ciencias Agrícolas, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías","Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal"
0000082311,LEIDY VANESSA VASQUEZ TENORIO,Politicas de Desarrollo rural,Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,Politicas de Desarrollo rural ,,Colombia,2020,,,
0000082311,LEIDY VANESSA VASQUEZ TENORIO,Economia de proyectos,Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,Economia de proyectos,,Colombia,2020,,,
0000666572,"ZORAIDA RAMIREZ GUTIERREZ, CARLOS ENRIQUE CORREDOR, OLGA LUCIA CADENA, BERNARDO JAVIER TOBAR",IMPACTO DEL MICROCREDITO EN EL DESARROLLO PRODUCTIVO Y LAS CONDICIONES DE VIDA DE LA CIUDAD DE POPAYÁN. UNA APROXIMACIÓN INTEGRAL,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2008,"microcrédito, Impacto socio-económico, calidad de vida, pobreza, bienestar",Ciencias Sociales -- Economía y Negocios -- Economía,"Actividades de asesoramiento y consultoría a las empresas - Asesoramiento o consultoría jurídica, contábil, de opinión pública y en la gestión de empresas, Actividades de asesoramiento y consultoría a las empresas"
0000402109,NESTOR EUGENIO BRAVO CRUZ,Impaacto Financiero para las Empresas Colombianas que adopten estandares internacionales de Contabilidad,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2003,,Ciencias Sociales -- Economía y Negocios -- Economía,
0000184506,LUIS PLINIO COLLAZOS ROBLES,Agroprecios FUP,Producción técnica - Productos tecnológicos - Otro,False,Agroprecios FUP,,Colombia,2019,,"Ciencias Agrícolas -- Agricultura, Silvicultura y Pesca -- Agricultura, Ciencias Sociales -- Economía y Negocios -- Economía, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías",
0000184506,LUIS PLINIO COLLAZOS ROBLES,De la finca a la casa - Chayani,Producción técnica - Productos tecnológicos - Otro,False,De la finca a la casa - Chayani,,Colombia,2019,,,
0000148048,MEILYN DAJANA CALDERON PEREZ,De la finca a la casa - Chayani,Producción técnica - Productos tecnológicos - Otro,False,De la finca a la casa - Chayani,,Colombia,2019,,"Ciencias Agrícolas -- Agricultura, Silvicultura y Pesca -- Agricultura, Ciencias Sociales -- Economía y Negocios -- Economía, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías",
0000148048,MEILYN DAJANA CALDERON PEREZ,Agroprecios FUP,Producción técnica - Productos tecnológicos - Otro,False,Agroprecios Fup,,Colombia,2019,,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Telecomunicaciones, Ciencias Agrícolas -- Agricultura, Silvicultura y Pesca -- Agricultura, Ciencias Sociales -- Economía y Negocios -- Economía","Productos y servicios de recreación,culturales, artísticos y deportivos, Desarrollo de programas (software) y prestación de servicios en informática - Otro"
0001549475,WILLIAM ALEXANDER GONZALEZ,Bodecom,Producción técnica - Productos tecnológicos - Gen Clonado,False,Sistema BODECOM ONU (Organización de las Naciones Unidas para la Alimentación y Agricultura),,Colombia,2019,,,
0001549475,WILLIAM ALEXANDER GONZALEZ,Web Secretaria de Educación del Cauca,Producción técnica - Productos tecnológicos - Gen Clonado,False,Web Secretaria de Educacion y Cultura del Cauca,,Colombia,2018,,,
0001549475,WILLIAM ALEXANDER GONZALEZ,Sistema de referencias Bibliograficas,Producción técnica - Productos tecnológicos - Gen Clonado,False,Sistema para la creación de referencias bibliográficas según las normas APA e ICONTEC,,Colombia,2014,,,
0000182378,YENI FERNANDA CASTRILLON SANCHEZ,De la finca a la casa - Chayani,Producción técnica - Productos tecnológicos - Otro,False,De la finca a la casa - Chayani,,Colombia,2019,,,
0000182378,YENI FERNANDA CASTRILLON SANCHEZ,Agroprecios FUP,Producción técnica - Productos tecnológicos - Otro,False,Agroprecios FUP,,Colombia,2019,,"Ciencias Agrícolas -- Agricultura, Silvicultura y Pesca -- Agricultura, Ciencias Sociales -- Economía y Negocios -- Economía, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías",
0000533980,PAULA ANDREA MORA PEDREROS,Proyecto de lectoescritura y mejoramiento docente,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2006,,,
0000533980,PAULA ANDREA MORA PEDREROS,Objeto Virtual de Aprendizaje: El mito de la caverna,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2010,,,
0000533980,PAULA ANDREA MORA PEDREROS,Objeto Virtual de Aprendizaje: La argumentación evidencia de la categorización del awapit,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,,,
0001342899,DENIX ALBERTO RODRIGUEZ TORRES,OBJETO VIRTUAL DE APRENDIZAJE (OVA): PENSANDO CRITICAMENTE,Producción técnica - Productos tecnológicos - Otro,False,,UNIVERSIDAD SANTO TOMAS,Colombia,2012,,,
0001168061,DEYSER GUTIERREZ ALVAREZ,Investigación Diseño Instruccional una experiencia creativa en la construccion de conocimiento,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2006,,,
0001168061,DEYSER GUTIERREZ ALVAREZ,Artículo sobre Procesos de Acreditación y estándares de calidad en la Facultad de Informática,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2006,,Ciencias Naturales -- Computación y Ciencias de la Información -- Ciencias de la Computación,Educación
0001168061,DEYSER GUTIERREZ ALVAREZ,Ásignatura Inglés transicional - Nivel I - Nivel II - Nivel III,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2007,,Ciencias Naturales -- Computación y Ciencias de la Información -- Ciencias de la Computación,
0001168061,DEYSER GUTIERREZ ALVAREZ,Modelo Pedagógico Propuesta virtual Politécnico Jaime Isaza Cadavid,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2007,,Ciencias Naturales -- Computación y Ciencias de la Información -- Ciencias de la Computación,
0001134213,IVANIA LUCIA CAICEDO BACCA,OVA VIDA Y OBRA SANTO TOMAS DE AQUINO,Producción técnica - Productos tecnológicos - Otro,False,OVAS,12,Colombia,2011,,,
0001253964,ELIZABETH TORO CHALA,Proyecto de Prácticas Kiabi,Producción técnica - Productos tecnológicos - Otro,False,,,España,2007,Práctica,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0001253964,ELIZABETH TORO CHALA,CREACIONES Y ACCESORIOS,Producción técnica - Productos tecnológicos - Otro,False,,,Francia,2005,DISEÑO,Humanidades -- Idiomas y Literatura -- Lingüística,Desarrollo de nuevos materiales
0000578134,REGINA VICTORIA PLAZA RIVERA,Red Colombiana de Tuberculosis,Producción técnica - Productos tecnológicos - Otro,False,Red de teleasistencia en tuberculosis,,Colombia,2006,,,
0001124838,MARIA EUGENIA SALDARRIAGA SALAZAR,PEI EN LAS AREAS OPTATIVAS DE GESTION EMPRESARIAL EN LA INSTITUCION EDUCATIVA TOMAS CIPRIANO DE MOSQUERA DE LA CIUDAD DE POAPYAN,Producción técnica - Productos tecnológicos - Otro,False,PEI ,10-08-2006,Colombia,2007,,,
0001124838,"MARIA EUGENIA SALDARRIAGA SALAZAR, MARIA FERNANDA GUZMAN GONZALEZ, EDNA MARIANA AGUILAR MALES",DISEÑO DE UN MODELO PARA LA IMPLEMENTACION DE UNA HERRAMIENTA DE BASE TECNOLOGICA A BAJO COSTO BASADA EN EL PROTOTIPO (MAKE-BLOCK) EMPLEANDO LA PLACA ARDUINO. QUE INTERACTUE DE MANERA DINAMICA CON LAS METODOLOGIAS DE APRENDIZAJE EN EMPRENDIMIENTO EN LAS INSTITUCIONES DE EDUCACION MEDIA TECNICA DE LA,Producción técnica - Productos tecnológicos - Otro,False,HERRAMIENTA DE BASE TECNOLOGICA A BAJO COSTO BASADA EN EL PROTOTIPO (MAKE-BLOCK) ,,Colombia,2016,"CIENCIA, TECNOLOGIA E INNOVACION, CREATIVIDAD, DOCENCIA, EDUCACION, EMPRENDIMIENTO, ESTRATEGIA, TRABAJOS DE INVESTIGACIÓN, COMPETENCIAS",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,Educación - Educación secundaria de formación general
0001124838,"MARIA FERNANDA GUZMAN GONZALEZ, MARIA EUGENIA SALDARRIAGA SALAZAR, EDUARDO ANDRES CONCHA CERON","""SER"" EMPRENDEDOR",Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,FORMACIÓN DEL SER ORIENTADO AL EMPRENDIMINENTO,,Colombia,2019,"COMPETENCIAS, CREATIVIDAD, Crecimiento Empresarial, CULTURA EMPRENDEDORA, EMPRENDIMIENTO, EMPRESA, EMPRESARISMO, Enseñanza, ESTRATEGIA",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,"Productos y servicios de recreación,culturales, artísticos y deportivos"
0001678622,"MARIA EUGENIA SALDARRIAGA SALAZAR, EDUARDO ANDRES CONCHA CERON","""SER"" EMPRENDEDOR - Metodología para valorar el desarrollo de competencias blandas en los emprendedores.",Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,"""SER"" EMPRENDEDOR ",,Colombia,2019,"Enseñanza, Competencias Blandas , Creatividad, Cultura Emprendedora, Empresarísmo, Emprendimiento, Estrategias, Tecnología",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,Actividades de asesoramiento y consultoría a las empresas - Otras actividades de asesoramiento y consultoría a las empresas
0001174894,"MARIA FERNANDA GUZMAN GONZALEZ, MARIA EUGENIA SALDARRIAGA SALAZAR, EDUARDO ANDRES CONCHA CERON","""SER"" EMPRENDEDOR",Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,FORMACIÓN DEL SER ORIENTADO AL EMPRENDIMINENTO,,Colombia,2019,"Competencias, Creatividad, Crecimiento Empresarial, Cultura Emprendedora, Emprendimiento, Empresa, Enseñanza, Estrategia",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,"Productos y servicios de recreación,culturales, artísticos y deportivos"
0001174894,"MARIA FERNANDA GUZMAN GONZALEZ, EDNA MARIANA AGUILAR MALES, MARIA EUGENIA SALDARRIAGA SALAZAR",DISEÑO DE UN MODELO PARA LA IMPLEMENTACION DE UNA HERRAMIENTA DE BASE TECNOLOGICA A BAJO COSTO BASADA EN EL PROTOTIPO (MAKE-BLOCK) EMPLEANDO LA PLACA ARDUINO. QUE INTERACTUE DE MANERA DINAMICA CON LAS METODOLOGIAS DE APRENDIZAJE EN EMPRENDIMIENTO EN LAS INSTITUCIONES DE EDUCACION MEDIA TECNICA DE LA,Producción técnica - Productos tecnológicos - Otro,False,HERRAMIENTA DE BASE TECNOLOGICA A BAJO COSTO BASADA EN EL PROTOTIPO (MAKE-BLOCK),,Colombia,2016,"Ciencia, Tecnología e Innovación, Creatividad, Docencia, Educación, Estrategia, Trabajos de Investigación, Competencias",Ciencias Sociales -- Economía y Negocios -- Negocios y Management,Educación - Educación secundaria de formación general
0001369747,DANIEL ANDRES MERA ESCOBAR,Portal Resguardo Indigena de Purace Cauca,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2009,,,
0001233513,WALTER JULIAN QUINCHOA CAJAS,http://www.observadhores.org/,Producción técnica - Productos tecnológicos - Otro,False,Observadhores,,Colombia,2016,,,
0000346950,"CAROLL ZULEIMA JOAQUI TRUJILLO, ALBERTO DE JESUS GONZALEZ RAMIREZ",KARAGABI KMMODEL: MODELO DE REFERENCIA PARA LA INTRODUCCIÓN DE INICIATIVAS DE GESTIÓN DEL CONOCIMIENTO EN ORGANIZACIONES BASADAS EN CONOCIMIENTO,Producción técnica - Productos tecnológicos - Otro,False,KARAGABI KMMODEL,Certificado de registro de derecho de autor No. 10-185-482,Colombia,2008,,,
0000346950,"CAROLL ZULEIMA JOAQUI TRUJILLO, ALBERTO DE JESUS GONZALEZ RAMIREZ",HERRAMIENTA TECNOLOGICA DE TRABAJO COLABORATIVO,Producción técnica - Productos tecnológicos - Otro,False,Gestión de Conocimiento y Trabajo Colaborativo Red de Software del Cauca,Contrato No. 154 celebrado entre la CAMARA DE COMERCIO DEL CAUCA Y TOTEMS LTDA,Colombia,2009,,,
0001550910,GABRIEL EDUARDO RENGIFO RIOS,SISTEMA AUTOPORTANTE Y MÉTODO PARA LA COMUNICACIÓN Y DISTRIBUCIÓN MASIVA DE CONTENIDOS Y PUBLICIDAD DIGITAL EN ESPACIOS PÚBLICOS,Producción técnica - Productos tecnológicos - Otro,False,Robot Visual,,Colombia,2017,,,
0001550910,GABRIEL EDUARDO RENGIFO RIOS,SELF-SUPPORTING SYSTEM AND A METHOD FOR THE MASS COMMUNICATION AND DISTRIBUTION OF CONTENT AND DIGITAL ADVERTISING IN PUBLIC SPACES,Producción técnica - Productos tecnológicos - Otro,False,Robot Visual,,Colombia,2018,,,
0000021883,VICTOR GARZON MARIN,Visualización de datos sobr el calentamiento global,Producción técnica - Productos tecnológicos - Otro,False,Visualización Calentamiento Global,,Colombia,2018,,,
0000002241,ANDRES FELIPE HURTADO BANGUERO,Sistema electronico de alerta para inundaciones empleando telefonia celular,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2010,,,
0000002241,ANDRES FELIPE HURTADO BANGUERO,Laboratorio de Robótica teleoperado empleando la red de alta velocidad RENATA,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2010,,,
0001657696,DAVID ARMANDO REVELO LUNA,Patente de invención titulada Sistema y método para medición del contenido de agua o corte de agua en mezcla de petróleo/gas-agua,Producción técnica - Productos tecnológicos - Otro,False,Sistema y método para medición del contenido de agua o corte de agua en mezcla de petróleo/gas-agua,,Colombia,2017,,,
0001047698,HECTOR JAVIER TASCON HERNANDEZ,Silocobombo,Producción técnica - Productos tecnológicos - Otro,False,Silocobombo,,Colombia,2010,,,
0001047698,HECTOR JAVIER TASCON HERNANDEZ,Benáfono,Producción técnica - Productos tecnológicos - Otro,False,Bernáfono,,Colombia,2010,,,
0001047698,HECTOR JAVIER TASCON HERNANDEZ,Silococaja,Producción técnica - Productos tecnológicos - Otro,False,Silococaja,,Colombia,2010,,,
0001047698,HECTOR JAVIER TASCON HERNANDEZ,Marimbotella,Producción técnica - Productos tecnológicos - Otro,False,Marimbotella,,Colombia,2010,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Desarrollo de un microscopio holográfico digital (DHM),Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2006,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,e-ARI ALOMAR Proyect,Producción técnica - Productos tecnológicos - Otro,False,,,Noruega,2006,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,GOA LIDAR and Artic Aerosol Campaign 2005 (GOA-LAAC´05),Producción técnica - Productos tecnológicos - Otro,False,,,Noruega,2005,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,GOA LIDAR and Artic Aerosol Campaign 2005 (GOA-LAAC´05) SUMMER,Producción técnica - Productos tecnológicos - Otro,False,,,Noruega,2005,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,"Estudio de aerosoloes troposféricos en el sur occidente de Colombia, mediante las técnicas LIDAR y fotometría solar",Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2006,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Construcción y montaje de un LIDAR elástico aplicado al estudio de partículas atmosféricas en supensión y la contaminació atmosférica en la región del Cauca.,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2004,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,GOA Summer Lidar & Spectrometric Arctic Campaign 2006¿ (GOA-SLSAC'06),Producción técnica - Productos tecnológicos - Otro,False,,,Noruega,2006,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,POLARCART Project,Producción técnica - Productos tecnológicos - Otro,False,,,Noruega,2006,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Investigación de las propiedades de absorción de la luz por los aerosoles atmosféricos,Producción técnica - Productos tecnológicos - Otro,False,,,Portugal,2006,,,
0000112500,"ALVARO EFRAIN BASTIDAS GUSTIN, GABRIEL FELIPE BOTERO OSPINA, DANIEL JOSE NISPERUZA TOLEDO",MEDIDOR DE TRANSMITANCIA DE RADIACION ULTRAVIOLETA EN LENTES,Producción técnica - Productos tecnológicos - Otro,False,MEDIDOR DE TRANSMITANCIA DE RADIACION ULTRAVIOLETA EN LENTES,,Colombia,2013,,,
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Sistema portátil de medida de porcentaje de radiación ultravioleta transmitida en lentes oftálmicas,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,,,
0001424070,CESAR AUGUSTO GOMEZ VILLAMARIN,BD Agendamiento de citas,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,,,
0000542172,CARLOS HERNAN TOBAR ARTEAGA,Herramienta de Gestión de Información de Interferencias en Radioenlaces,Producción técnica - Productos tecnológicos - Otro,False,Herramienta de Gestión de Información de Interferencias en Radioenlaces,,Colombia,2013,"Sistemas de Radiocomunicación, Mediciones de Interferencias","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Telecomunicaciones",Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software)
0000699993,EDGAR WILLINTON GUTIERREZ GUTIERREZ,DISPOSITIVO Y MÉTODO ULTRASÓNICO DE CARACTERIZACIÓN HEMATOLÓGICA,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2019,,,
0001515307,"JEFERSON ARANGO LOPEZ, GUSTAVO ADOLFO ISAZA ECHEVERRY, LUIS FERNANDO CASTILLO OSSA",GitirBio,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2015,,,
0001515307,"JEFERSON ARANGO LOPEZ, GUSTAVO ADOLFO ISAZA ECHEVERRY, LUIS FERNANDO CASTILLO OSSA",PLATAFORMA VIRTUAL DE GANADERÍA,Producción técnica - Productos tecnológicos - Otro,False,PLATAFORMA VIRTUAL DE GANADERÍA,,Colombia,2015,,,
0001422434,"ANGELA MARIA VARGAS ARCILA, ARACELI SANCHIS DE MIGUEL, ALVARO RENDON GALLON",Dataset of SymptOm-Fault causal relationships for an Ip-based network (SOFI),Producción técnica - Productos tecnológicos - Base de datos de referencia para investigacion,False,SOFI dataset,,,2021,,,
0001239368,"CRISTHIAN NICOLAS FIGUEROA MARTINEZ, ANDRES GUERRERO, JOSE ARMANDO ORDONEZ",Distribucíón de Procesos de Negocio en Sistemás Móviles de Infomación basado en un Algoritmo deHormigas,Producción técnica - Productos tecnológicos - Otro,False,Tesis de Pregrado,,Colombia,2008,"Algoritmo de Hormigas, BPM, Comportamiento, Distribución, grafos, Workflow",Ciencias Naturales -- Computación y Ciencias de la Información -- Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software)
0000331589,EVA JULIANA MAYA ORTIZ,Diseño de un sistema de acompañamiento a experiencias significativas,Producción técnica - Productos tecnológicos - Otro,False,TIC aplicadas a la educación,CONVENIO NO. 260 DE 2007 ENTRE EL MINISTERIO DE EDUCACIÓN Y CINTEL,Colombia,2008,,,
0000331589,EVA JULIANA MAYA ORTIZ,Diseño de la macroarquitectura de un sistema integrado,Producción técnica - Productos tecnológicos - Otro,False,,"CONVENIO PARA EL DESARROLLO DEL PROYECTO DE INVESTIGACIÓN SISTEMA INTEGRADO DE COMANDO Y CONTROL PARA LAS FUERZAS ARMADAS CELEBRADO ENTRE LA CORPORACIÓN DE CIENCIA Y TECNOLOGÍA PARA EL DESARROLLO DE LA INDUSTRIA NAVAL, MARÍTIMA Y FLUVIAL (COTECMAR) Y CINTEL",Colombia,2010,,,
0000331589,EVA JULIANA MAYA ORTIZ,Documento de estado del arte de sistemas integrados,Producción técnica - Productos tecnológicos - Otro,False,,"CONVENIO PARA EL DESARROLLO DEL PROYECTO DE INVESTIGACIÓN SISTEMA INTEGRADO DE COMANDO Y CONTROL PARA LAS FUERZAS ARMADAS CELEBRADO ENTRE LA CORPORACIÓN DE CIENCIA Y TECNOLOGÍA PARA EL DESARROLLO DE LA INDUSTRIA NAVAL, MARÍTIMA Y FLUVIAL (COTECMAR) Y CINTEL",Colombia,2009,,,
0000331589,EVA JULIANA MAYA ORTIZ,Documento de requisitos de un sistema integrado,Producción técnica - Productos tecnológicos - Otro,False,,"CONVENIO PARA EL DESARROLLO DEL PROYECTO DE INVESTIGACIÓN SISTEMA INTEGRADO DE COMANDO Y CONTROL PARA LAS FUERZAS ARMADAS CELEBRADO ENTRE LA CORPORACIÓN DE CIENCIA Y TECNOLOGÍA PARA EL DESARROLLO DE LA INDUSTRIA NAVAL, MARÍTIMA Y FLUVIAL (COTECMAR) Y CINTEL",Colombia,2010,,,
0000331589,EVA JULIANA MAYA ORTIZ,Documento de investigación sobre prestación de servicios de Gobierno en línea en Colombia a través una plataforma multicanal,Producción técnica - Productos tecnológicos - Otro,False,"Capacitación en Gobierno en línea, Prepárese 2008",CONVENIO ESPECIAL DE COOPERACIÓN INTERINSTITUCIONAL No. 000260 DE 2008 CELEBRADO ENTRE EL FONDO DE COMUNICACIONES DEL MINISTERIO DE COMUNICACIONES Y CINTEL,Colombia,2008,,,
0000331589,EVA JULIANA MAYA ORTIZ,Diseño y desarrollo de una prueba de concepto de un sistema integrado,Producción técnica - Productos tecnológicos - Otro,False,,"CONVENIO PARA EL DESARROLLO DEL PROYECTO DE INVESTIGACIÓN SISTEMA INTEGRADO DE COMANDO Y CONTROL PARA LAS FUERZAS ARMADAS CELEBRADO ENTRE LA CORPORACIÓN DE CIENCIA Y TECNOLOGÍA PARA EL DESARROLLO DE LA INDUSTRIA NAVAL, MARÍTIMA Y FLUVIAL (COTECMAR) Y CINTEL",Colombia,2010,,,
0000124628,"CARLOS ERNESTO MAYA VALLEJO, LUIS ENRIQUE GARZON VELA",Método que apoya la ejecución de proyectos software desarollados por aprendices del programa de formación tecnológica Análisis y Desarrollo de Sistemas de Información - ADSI del Centro de Comercio y Servicio del SENA,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2019,"analisis y desarollo, Apoyo , Método, software, Desarrollo de software, calidad",,"Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software), Otros sectores - Informática"
0000124628,LUIS ENRIQUE GARZON VELA,Prototipo Software MECAPS,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2017,,"Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Hardware y Arquitectura de Computadores",Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software)
0000124628,LUIS ENRIQUE GARZON VELA,Prototipo software ARCHINET,Producción técnica - Productos tecnológicos - Otro,False,Archinet,,Colombia,2018,,Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,"Educación - Otro, Desarrollo de programas (software) y prestación de servicios en informática - Otras actividades de prestación de servicios en informática"
0001006339,"DIANA PAOLA NAVIA PORRAS, HECTOR SAMUEL VILLADA CASTILLO, JUAN PABLO CASTANEDA NINO",Biodegradable packaging obtained from cassava flour and fique fiber and their manufacture process,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2012,"Biodegradable, Biocompuesto, Fique, Harina de yuca","Ingeniería y Tecnología -- Ingeniería de los Materiales -- Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales)",Desarrollo de nuevos materiales
0001006339,"DIANA PAOLA NAVIA PORRAS, HECTOR SAMUEL VILLADA CASTILLO, JUAN PABLO CASTANEDA NINO","Proceso de obtención de un material compuesto por harina de yuca, fibra de fique y glicerina",Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,"Biocompuesto, Fique, Harina de yuca, Biodegradable","Ingeniería y Tecnología -- Ingeniería de los Materiales -- Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales)",Desarrollo de nuevos materiales
0001006339,"DIANA PAOLA NAVIA PORRAS, HECTOR SAMUEL VILLADA CASTILLO, JUAN PABLO CASTANEDA NINO",Biodegradable films obtained from cassava starch and their manufacture process,Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2012,"Biodegradable, Flexible, Almidón de yuca",Ingeniería y Tecnología -- Ingeniería de los Materiales -- Recubrimientos y Películas,Desarrollo de nuevos materiales
0001006339,"DIANA PAOLA NAVIA PORRAS, HECTOR SAMUEL VILLADA CASTILLO, JUAN PABLO CASTANEDA NINO","Proceso de obtención de películas biodegradables flexibles compuestas por almidón de yuca, ácido poliláctico y policaprolactona",Producción técnica - Productos tecnológicos - Otro,False,,,Colombia,2011,"Biodegradable, Flexible, Policaprolactona, Almidón de yuca","Ingeniería y Tecnología -- Ingeniería de los Materiales -- Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales)",Desarrollo de nuevos materiales
