idcvlac,nombre,fecha
0000215899,"Aporte al desarrollo de la investigacion Formativa,Fundacion Red Colombiana de Semilleros de Investigacion RedColsi -  Nodo Bucaramanga",Octubrede 2009
0000215899,"Mensión de Honor del Trabajo de pregrado,UNIVERSIDAD DEL CAUCA",de 2000
0000215899,"Mención Honorifica,Universidad Mariana - Unimar",Diciembrede 2018
0000215899,"Premio Centro de Investigaciones a la Calidad Investigativa Convocatoria 2013,Universidad Mariana - Unimar",Enerode 2014
0000215899,"Productividad Docente y Acenso en el Escalafón de Clasificación de Investigadores de Colciencias,Universidad Mariana - Unimar",Noviembrede 2016
0000215899,"Premio CI a la Calidad Investigativa - Modalidad Grupo de Investigación,Universidad Mariana - Unimar",Noviembrede 2016
0000215899,"Premio CI a la Calidad Investigativa - PAED; Proyecto: Estrategia integrada de vigilancia para la promoción, prevención y control de enfermedades transmitidas por vectores en la Costa Pacífica de Nariño,Universidad Mariana - Unimar",Noviembrede 2016
0000215899,"Mención Honorifica,Universidad Mariana - Unimar",Octubrede 2017
0000215899,"Premio por Productividad Académica,UNIVERSIDAD COOPERATIVA DE COLOMBIA",Juliode 2014
0000215899,"Premio por Productividad Académica,UNIVERSIDAD COOPERATIVA DE COLOMBIA",Diciembrede 2011
0000215899,"Matricula de Honor, Mención de Honor,UNIVERSIDAD DEL CAUCA",de 2001
0000842532,"MANUEL JOSE 		MOSQUERA POR EXCELENCIA EN LA RESIDENCIA.           ,UNIVERSIDAD DEL CAUCA",Diciembrede 2009
0000531600,"Santa Fe Community College Dean´s List,Santa Fe Community College",Juniode 2010
0000531600,"Resolución R-864/2006. Destacada participación en el Bayer- Encuentro Juvenil Ambiental Mundial.,UNIVERSIDAD DEL CAUCA",Noviembrede 2006
0000531600,"Tercer Bayer-Encuentro Juvenil Ambiental Mundial (BEJA). Finalista por Colombia,BAYER S.A",Septiembrede 2006
0000531600,"Matricula de Honor ,UNIVERSIDAD DEL CAUCA",Juniode 2004
0001338409,"""DISTINCION ANDRES BELLO"",Ministerio De Educación Nacional - Mineducación",Mayode 1996
0001345845,"Reconocimiento por la producción científica al egresado,UNIVERSIDAD DEL CAUCA",Noviembrede 2018
0001345845,"Mención Honrosa Premio Clodovaldo Pavan,Sociedade Brasileira de Genética",Septiembrede 2015
0001345845,"Primer Premio Mutation Research-Genetic Toxicology & Environmental Mutagenesis,Asociación Latinoamericana de Mutagenésis, Carcinogenésis y Terataogenésis",Octubrede 2016
0001345845,"Beca CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) ,Coordenação De Aperfeiçoamento De Pessoal De Nível Superior",Agostode 2012
0001345845,"Desempeño en labor docente en el programa de Medicina Veterinaria.,Universidad Antonio Nariño, Popayán",Mayode 2011
0001345845,"Honorable Mention Award,Universidade de São Paulo",Octubrede 2021
0001459330,"Docente Integral del Programa de Comunicación Social y Periodismo,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2017
0001459330,"Docente Integral del Programa de Comunicación Social y Periodismo,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2016
0001628102,"EGRESADO DEL AÑO 2018,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Mayode 2018
0001511753,"Premio UNICOMFACAUCA - Didáctico y participativo (Reconocimiento Docente),CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Diciembrede 2014
0001511753,"Premio UNICOMFACAUCA -Autentico, Social y Amigable (Reconocimiento docente),CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2015
0001511753,"Máximo promedio de calificación docente en el programa de Comunicación Social y Periodismo  1-2022,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Mayode 2022
0001511753,"Reconocimiento al grupo representativo de Teatro de Unicomfacauca,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Abrilde 2016
0001511753,"Innovador y alegre,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2017
0001511753,"Creativo, Motivador e inspirador,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Noviembrede 2016
0001083546,"Participación en el proceso de autoevaluación, documentación, visita de pares para la acreditación en alta calidad del programa de comunicación social,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER",Diciembrede 2018
0001083546,"Trabajo de grado meritorio,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER",Mayode 2016
0001083546,"Trabajo de grado meritorio,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER",Juniode 2016
0001083546,"Trabajo de grado meritorio,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER",Octubrede 2014
0001083546,"Premio Regional de Periodismo La Bagatela. Mejor trabajo de grado universitario. ,Circulo de periodistas del Norte de Santander",Mayode 2016
0001083546,"Reconocimiento de las narrativas culturales de los grupos de interés para la construcción de paz y la reconciliación,Ministerio De Cultura De Colombia",Juliode 2016
0001514414,"Finalista en modalidad de fotografía comercial publicitaria de alto nivel en Suecia.,Hasselblad Latin America",Juniode 2011
0001514414,"Concurso de Fotografía Marca Popayán,Alcaldia Municipal De Popayan",Marzode 2013
0001569965,"Mención de honor curso extensivo inglés período I 2011,Colegio Mayor Del Cauca - Institución Universitaria",Noviembrede 2011
0001569965,"Mención de honor curso extensivo inglés período I 2012,Colegio Mayor Del Cauca - Institución Universitaria",Septiembrede 2012
0001569965,"Mención de honor curso extensivo inglés período I 2013,Colegio Mayor Del Cauca - Institución Universitaria",Mayode 2013
0000552410,"Beca de investigación curatorial para los XI salones regionales.,Ministerio De Cultura De Colombia",de 2005
0000028478,"MATRICULA DE HONOR POR OBTENCIÓN DEL PROMEDIO MÁS ALTO DEL PROGRAMA DE COMUNICACIÓN SOCIAL Y PERIODISMO,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Juniode 2015
0000028478,"MATRICULA DE HONOR POR OBTENCIÓN DEL PROMEDIO MÁS ALTO DE LA UNIVERSIDAD,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Agostode 2018
0000028478,"CALIFICACION SOBRESALIENTE DE UNA PONENCIA EN VI Simposio Internacional de Investigación Técnica Profesional y Tecnológica, IV Encuentro de Semilleros y III Encuentro de Grupos de Investigación 2016,Asociación Colombiana De Instituciones De Educación Superior con formación Técnica Profesional, Tecnológica o Universitaria",Septiembrede 2016
0000028478,"Reconocimiento por la amplia y optima experiencia investigativa de la Corporación universitaria Comfacauca Unicomfacauca como estudiante de pregrado,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Marzode 2019
0000028478,"Egresada destacada 2020,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Diciembrede 2020
0000028478,"Grado de honor por promedio académico de carrera ,CORPORACIÓN  UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA",Abrilde 2019
0001681423,"orden del mérito de docencia en excelencia,FUNDACION UNIVERSITARIA DE POPAYAN",Abrilde 2022
0001425427,"Beca Colciencias Doctorados Nacionales,Ministerio de Ciencia, Tecnología e Innovación",Juliode 2015
0001425427,"Trabajo de grado meritorio,UNIVERSIDAD DEL VALLE",Febrerode 2012
0001425427,"Asistencia de docencia,UNIVERSIDAD DEL VALLE",Enerode 2010
0001425427,"Mención de Honor a la excelencia del trabajo de grado,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI",Mayode 2006
0001425427,"Mención de Honor a la Excelencia Académica y Humana,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI",Mayode 2006
0000081967,"DISTINCIÓN MERITORIA AL TRABAJO DE GRADO ,FUNDACION UNIVERSITARIA DE POPAYAN",Juniode 2018
0001527667,"Beca ""Jóvenes investigadores"" X Congreso Internacional de Ciencias Sociales Interdisciplinares. Split (Croacia),Common Ground Publishing",Juniode 2015
0001527667,"Becas de residencia para estudiantes de paises en vías de desarrollo,Colegio Mayor Rector Peset. Universidad de Valencia",Enerode 2015
0001527667,"Padrinazgo universitario,Programa Padrinazgo Educativo Univalle",Enerode 2005
0001527667,"Becas de residencia para estudiantes de paises en vías de desarrollo,Colegio Mayor Rector Peset. Universidad de Valencia",Enerode 2016
0001527667,"Beca por excelencia académica,UNIVERSIDAD DEL VALLE",Agostode 2002
0001527667,"Padrinazgo universitario,Programa Padrinazgo Educativo Univalle",Enerode 2006
0001527667,"Becas de residencia para estudiantes de paises en vías de desarrollo,Colegio Mayor Rector Peset. Universidad de Valencia",Enerode 2014
0001527667,"Beca del programa ""Mujer y desarrollo"",Universitat De Valencia",Septiembrede 2009
0001527667,"Padrinazgo universitario,Programa Padrinazgo Educativo Univalle",Enerode 2004
0001527667,"Beca por excelencia académica,UNIVERSIDAD DEL VALLE",Agostode 2004
0001527667,"Beca del programa ""Mujer y desarrollo"",Universitat De Valencia",Septiembrede 2010
0001527667,"Calificación Sobresaliente y mención Cum laude tesis doctoral.,Universitat De Valencia",Septiembrede 2017
0001527667,"Beca ""Jóvenes investigadores"" VIII Congreso Internacional de Ciencias Sociales Interdisciplinares. Praga (Republica Checa),Common Ground Publishing",Juniode 2013
0001527667,"Becas de residencia para estudiantes de paises en vías de desarrollo,Colegio Mayor Rector Peset. Universidad de Valencia",Agostode 2013
0001527667,"Mejor docente en innovación educativa,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2023
0001341044,"Tesis meritoria,Universidad Autónoma Del Estado De México",Diciembrede 2016
0000166590,"Orden al mérito académico javeriano,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI",Noviembrede 2021
0000843962,"Trayectoria Investigativa, calidad de producción y excelencia científica en el fortalecimiento de la investigación en la Institución,FUNDACION UNIVERSITARIA DE POPAYAN",Febrerode 2020
0001462814,"BONO POR BECA UNIVERSITARIA,UNIVERSIDAD DE SAN BUENAVENTURA CALI",Septiembrede 2012
0001462814,"EXCELENCIA INVESTIGATIVA GUILLERMO OCCAM,UNIVERSIDAD DE SAN BUENAVENTURA CALI",Octubrede 2013
0001462814,"EXCELENCIA ACADEMICA,UNIVERSIDAD DE SAN BUENAVENTURA CALI",Agostode 2014
0001462814,"BECA, RECONOCIMIENTO ACADÉMICO ,UNIVERSIDAD DE SAN BUENAVENTURA CALI",Septiembrede 2014
0001295683,"Tesis con Mención honorifica de Laureada,UNIVERSIDAD DEL VALLE",Octubrede 2011
0001295683,"Beca parcial por promedio académico,UNIVERSIDAD DEL VALLE",Enerode 2009
0001295683,"Beca Doctorado en Filosofía ,UNIVERSIDAD DEL VALLE",Juliode 2018
0001295683,"Reconocimneto Mejor practicante,UNIVERSIDAD COOPERATIVA DE COLOMBIA",Enerode 2004
0001295683,"Beca total por mejor promedio académico,UNIVERSIDAD COOPERATIVA DE COLOMBIA",Enerode 2002
0001295683,"Beca parcial por promedio académico,UNIVERSIDAD COOPERATIVA DE COLOMBIA",Enerode 2003
0001295683,"Distinción como mejor proyecto en psicología de la Zona 8 del Departamento del Valle del Cauca,GOBERNACIÓN DEL VALLE DEL CAUCA",Agostode 2007
0001295683,"MENCIÓN DE RECONOCIMIENTO POR EXCELENCIA EN DOCENCIA (1ER PUESTO),UNIVERSIDAD SANTIAGO DE CALI",Enerode 2014
0001295683,"MENCIÓN DE RECONOCIENDO POR EXCELENCIA EN DOCENCIA (3ER PUESTO),UNIVERSIDAD SANTIAGO DE CALI",Enerode 2015
0001649527,"Primer Lugar lV Convocatoria de Experiencias Significativas en Pscología en Colombia,COLEGIO COLOMBIANO DE PSICÓLOGOS",Noviembrede 2018
0001674093,"DESEMPEÑO EN PRÁCTICA EDUCATIVA,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2018
0000202436,"MENCIÓN DE HONOR,UNIVERSIDAD DE SAN BUENAVENTURA CALI,UNIVERSIDAD DE SAN BUENAVENTURA CALI",Noviembrede 2018
0000202436,"Reconocimiento Investigativo Guillermo de Ockham,UNIVERSIDAD DE SAN BUENAVENTURA CALI",Noviembrede 2016
0000202436,"Mención Meritoria al Trabajo de Grado,UNIVERSIDAD DEL VALLE",de 2002
0000523534,"Reconocimiento a docente destacado por fomento a la investigación institucional,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2019
0000040926,"Distinción al Mérito. Ministerio del Interior y de Justicia, República de Colombia. Misión Colombia terremoto Haití 2010,Ministerio del Interior. Gobierno de Colombia",Juniode 2010
0000040926,"Becaria Colfuturo y Universitè de Genève 2014- 2015 para el programa del Master en estudios avanzados en Acción Humanitaria. Ginebra, Suiza 2015.,Colfuturo",Juniode 2014
0000130665,"Distinción académica al trabajo de grado,FUNDACION UNIVERSITARIA DE POPAYAN",Diciembrede 2016
0000130665,"Excelencia Académica,Escuela de salud del Cauca",Diciembrede 2010
0000130665,"Practica Exitosa,FUNDACION UNIVERSITARIA DE POPAYAN",Diciembrede 2016
0001582638,"sobresaliente,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2020
0001582638,"Mención de Honor por la Excelencia del Trabajo de Grado: Experiencias de profesionales de la salud en la implementación de los servicios de salud amigables para adolescentes y jóvenes de la ciudad de Cali.,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE CALI",Abrilde 2021
0001582638,"TESIS MERITORIA: Percepción De La Espiritualidad Del Personal De Enfermería En La Ucin Del Hospital Susana López De Valencia Como Recurso De Afrontamiento Ante La Muerte De Sus Pacientes Desde La Logoterapia,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2020
0001582638,"TESIS MERITORIA:Relación entre el baile y el autoconcepto físico en un grupo de adultos mayores de una cohorte expuesta y no expuesta de indeportes cauca,FUNDACION UNIVERSITARIA DE POPAYAN",Octubrede 2018
0001649369,"Docencia de excelencia,FUNDACION UNIVERSITARIA DE POPAYAN",Diciembrede 2021
0001649369,"Primer lugar en la cuarta convocatoria de Reconocimiento de Experiencias Significativas de Psicología en Colombia,Colegio Colombiano de Psicología",Diciembrede 2018
0000792900,"Trayectoria investigativa, calidad en la produccion y excelencia cientifica.,FUNDACION UNIVERSITARIA DE POPAYAN",Febrerode 2020
0000025623,"Más Alta calificación de la Escuela de Administración Pública promoción 2000-2001,UNIVERSIDAD TECNICA DE AMBATO",Enerode 2001
0001743601,"Órden del Mérito Laboral,FUNDACION UNIVERSITARIA DE POPAYAN",Septiembrede 2021
0000638013,"Beca de matrícula para el Programa en Ciencias Políticas,UNIVERSIDAD DEL CAUCA",de 2000
0001541550,"Mejor Docente Líder  Programa de Psicología Campus Álvaro Ulcué Chocué,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2023
0001541550,"MENCIÓN HONORÍFICA TESIS DOCTORAL- La psicosis: un dialogo posible entre el psicoanálisis freudiano y la literatura desde la hermenéutica de Paul Ricoeur,UNIVERSIDAD DEL CAUCA",Juniode 2023
0001541550,"Mejor Docente Investigador ,FUNDACION UNIVERSITARIA DE POPAYAN",Mayode 2023
0001541550,"Consolidación de procesos sociales / empresariales que contribuyen a la formación integral de los estudiantes en la Región Caribe de la Corporación Universitaria del Caribe  ,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR",Noviembrede 2021
0001541550,"Trayectoria académica doctoral en la tesis titulada ""la psicosis: un dialogo posible desde la hermenéutica de Paul Ricoeur entre el psicoanálisis freudiano y la literatura"" ,UNIVERSIDAD DEL CAUCA",Mayode 2021
0001541550,"Evento de socialización de experiencias en la practica clinica organizado por la Corporación Universitaria del Caribe CECAR y la Escuela de Profesional de Psicología de la Universidad César Vallejo,Universidad Cesar Vallejo",Noviembrede 2021
0001388799,"Aval de la rectoría de la Universidad Católica de Manizales,UNIVERSIDAD CATÓLICA DE MANIZALES",Abrilde 2018
0001388799,"Certificado como integrante del Comite Editorial,UNIVERSIDAD CATÓLICA DE MANIZALES",Abrilde 2018
0001388799,"Organizadora Workshop MOOC,Universidad De Malaga",Marzode 2014
0001388799,"Convalidación del titulo de Doctorado,Ministerio De Educación Nacional - Mineducación",Enerode 2016
0001388799,"Organizadora Lanzamiento de Libros UCM,UNIVERSIDAD CATÓLICA DE MANIZALES",Mayode 2017
0001388799,"Organizadora Día Institucional de la Investigación CESMAG,Institución Universitaria Sesmag",Diciembrede 2018
0001388799,"Certificado comité de evaluación profesoral UCM,UNIVERSIDAD CATÓLICA DE MANIZALES",Abrilde 2018
0001388799,"Homologación del titulo de Psicólogo,MINISTERIO DE EDUCACION Y CIENCIA",Febrerode 2008
0001388799,"Certificado Comité Científico Reflexión Politíca,UNIVERSIDAD AUTONOMA DE BUCARAMANGA",Enerode 2015
0001388799,"Organizadora Congreso CoRubric16,Universidad De Malaga",Octubrede 2016
0001388799,"Certificado PRACTICUM,Universidad De Malaga",Mayode 2018
0001388799,"Coordinación Nodo Eje Cafetero de Posgrados,Red Colombiana de Posgrados",Septiembrede 2017
0001388799,"Reconocimiento por clasificación como investigadora Junior,UNIVERSIDAD CATÓLICA DE MANIZALES",Octubrede 2017
0001388799,"Promoción en el Escalafón Profesoral Categoría Asociado,UNIVERSIDAD CATÓLICA DE MANIZALES",Octubrede 2015
0001388799,"Aval para la postulación nodo eje cafetero de posgrados,UNIVERSIDAD CATÓLICA DE MANIZALES",Agostode 2017
0001388799,"Apoyo Posdoctorado,UNIVERSIDAD CATÓLICA DE MANIZALES",Mayode 2017
0001388799,"LIDER DEL GRUPO ALFA,UNIVERSIDAD CATÓLICA DE MANIZALES",Abrilde 2018
0001388799,"Certificado miembro activo ASOCIACION COLOMBIANA PARA EL AVENCE DE LA CIENCIA,Asociación Colombiana Para El Avance De La Ciencia - Acac",Enerode 2019
0001388799,"Organizadora Congreso Internacional de Evaluación,Universidad De Malaga",Octubrede 2016
0001388799,"Certificado Comité Científico CoRubric16,Universidad De Malaga",Octubrede 2016
0001388799,"DEA,Universidad De Malaga",Diciembrede 2012
0001388799,"Beca UMA,Universidad De Malaga",Febrerode 2012
0001388799,"Sobresaliente Cum-Laude en Tesis Doctoral,Universidad De Malaga",Septiembrede 2014
0001388799,"Reconocimiento trayectoria investigativa, calidad de producción y excelencia científica INVESTIGADOR ASOCIADO,FUNDACION UNIVERSITARIA DE POPAYAN",Abrilde 2020
0000001408,"Reconocimiento por su proyección, dedicación y aportes al programa en temas académicos.,Colegio Mayor Del Cauca - Institución Universitaria",Septiembrede 2021
0000001408,"Cumplimiento de sus funciones académicas en la Facultad de Ciencias Sociales y de la Administración,Colegio Mayor Del Cauca - Institución Universitaria",Juliode 2021
0000544191,"MENCION DE HONOR,Colegio Mayor Del Cauca - Institución Universitaria",Febrerode 2015
0000435724,"Por la labor realizada con el Proyecto Ceres Caucatec,Asociación de Productores de Comunicación ASPROCOM",de 2006
0000435724,"DISTINCIÓN DE COLABORADOR POR LOS SERVICIOS A LA CORPOPRACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA,CORPORACIÓN UNIVERSITARIA AUTÓNOMA DEL CAUCA",Noviembrede 2005
0000435724,"Reconocimiento como una de las mejores ponencias presentadas en el marco del VII Encuentro Regional de investigación y IV encuentro de semilleros de investigación Asociación Colombiana de Facultades de Administración ASCOLFA Capítulo Sur occidente y RIASC,ASCOLFA",Octubrede 2022
